id,mp_party
1366365925377789955,Syriza
1368877146299633667,MeRA25
1366509428867031042,MeRA25
1366086843612209152,MeRA25
1365992550860025858,MeRA25
1365669847670153220,MeRA25
1364909747355402240,MeRA25
1364869530716045312,MeRA25
1363868566265683970,MeRA25
1363127074375028738,MeRA25
1362051258463494152,MeRA25
1362040538120269827,MeRA25
1361747085381533696,MeRA25
1361441063802650625,MeRA25
1360566013176258560,MeRA25
1358724623060320257,MeRA25
1358422795198332928,MeRA25
1357272205856542720,MeRA25
1356924652690563073,MeRA25
1356595310450081792,MeRA25
1355869893057458178,MeRA25
1355191745953325058,MeRA25
1355060344830492676,MeRA25
1354199955272044548,MeRA25
1352912259773820928,MeRA25
1351625237167800324,MeRA25
1350466518216306688,MeRA25
1348992475478843394,MeRA25
1348549198115954691,MeRA25
1348256981325377536,MeRA25
1347838650600534016,MeRA25
1346884314072494086,MeRA25
1346776354071707648,MeRA25
1345384110215278594,MeRA25
1367875747570999299,Movement for Change
1367387667382603783,Movement for Change
1367086406087098368,Movement for Change
1366827238340112391,Movement for Change
1366464005921980422,Movement for Change
1365765501474009088,Movement for Change
1365633471889231875,Movement for Change
1364120243610804224,Movement for Change
1363922576209240068,Movement for Change
1363922461453127682,Movement for Change
1362457126296289280,Movement for Change
1362351216211222531,Movement for Change
1362020422510931976,Movement for Change
1361746651283656705,Movement for Change
1360201585616449536,Movement for Change
1359422943793729544,Movement for Change
1357327286886875137,Movement for Change
1357326662447337472,Movement for Change
1357042490759643137,Movement for Change
1355847926606667781,Movement for Change
1355201245359861762,Movement for Change
1351907704034492416,Movement for Change
1350678619794898945,Movement for Change
1349426716020789249,Movement for Change
1349396004974567426,Movement for Change
1345319583197130752,Movement for Change
1366705721400786945,Syriza
1362760119415689216,Syriza
1359914448966672386,Syriza
1358764645578899462,Syriza
1354725887678283776,Syriza
1353071420641665026,Syriza
1351570499248259079,Syriza
1351186361479524359,Syriza
1350014547617325056,Syriza
1346597650519437312,Syriza
1346439636793569280,Syriza
1346043487674888192,Syriza
1345340972041973765,Syriza
1345299278076456961,Syriza
1368103743334604800,Syriza
1366289660838875138,Syriza
1366135439015501825,Syriza
1362462449597878274,Syriza
1362438404932317185,Syriza
1353766028908654592,Syriza
1351445194428866560,Syriza
1350458649018302464,Syriza
1350393978877849601,Syriza
1368883580332630018,Greek Solution
1368883576528379909,Greek Solution
1368878431342129153,Greek Solution
1368660953974403083,Greek Solution
1368658640828313605,Greek Solution
1368658639070887947,Greek Solution
1368658634914271240,Greek Solution
1368580325476098049,Greek Solution
1368580323869663236,Greek Solution
1368580319893479433,Greek Solution
1368535590837366786,Greek Solution
1368533219193348099,Greek Solution
1368532417863159811,Greek Solution
1368532416462258180,Greek Solution
1368531483959377920,Greek Solution
1368526948553662469,Greek Solution
1368496697278664707,Greek Solution
1368272300223692803,Greek Solution
1368197361428815875,Greek Solution
1368194513873829888,Greek Solution
1368194173334138888,Greek Solution
1368194169945153542,Greek Solution
1368124612605796359,Greek Solution
1368122870556196867,Greek Solution
1368122846136791042,Greek Solution
1367898960849997830,Greek Solution
1367897571411324932,Greek Solution
1367895341295616002,Greek Solution
1367843317929672706,Greek Solution
1367840311041552386,Greek Solution
1367840309640634372,Greek Solution
1367840306406821889,Greek Solution
1367832412420534275,Greek Solution
1367819883522777097,Greek Solution
1367819880318308353,Greek Solution
1367807773820522499,Greek Solution
1367807766740492290,Greek Solution
1367800591930564608,Greek Solution
1367800589753741318,Greek Solution
1367775521606676480,Greek Solution
1367547838046027777,Greek Solution
1367544536927514625,Greek Solution
1367544534029242379,Greek Solution
1367544530057240581,Greek Solution
1367544527544844289,Greek Solution
1367542985139888138,Greek Solution
1367542982430326791,Greek Solution
1367542979662131201,Greek Solution
1367529239461978118,Greek Solution
1367527762291003395,Greek Solution
1367390324474212353,Greek Solution
1367195024761491460,Greek Solution
1367074449481170949,Greek Solution
1367072171936403458,Greek Solution
1367068303831744512,Greek Solution
1367044168250490881,Greek Solution
1366759494387122182,Greek Solution
1366758403381604352,Greek Solution
1366756744601481223,Greek Solution
1366756373996974080,Greek Solution
1366756357534277640,Greek Solution
1366756355105783809,Greek Solution
1366724244848189440,Greek Solution
1366419705410519041,Greek Solution
1366419703011422210,Greek Solution
1366419698930372610,Greek Solution
1366418057686581251,Greek Solution
1366418055190970378,Greek Solution
1366416734043971589,Greek Solution
1366416730382286851,Greek Solution
1366298100961280002,Greek Solution
1366298098415382533,Greek Solution
1366293803225784321,Greek Solution
1366061322832670723,Greek Solution
1366061111234199555,Greek Solution
1365963836822597632,Greek Solution
1365962288495214595,Greek Solution
1365959579859890179,Greek Solution
1365957764837695491,Greek Solution
1365957762648317960,Greek Solution
1365957158651723776,Greek Solution
1365956430277320705,Greek Solution
1365946375914070016,Greek Solution
1365938536235622405,Greek Solution
1365757120067600384,Greek Solution
1365754906880040963,Greek Solution
1365754902761398278,Greek Solution
1365753983659368453,Greek Solution
1365753150242701317,Greek Solution
1365753144546889737,Greek Solution
1365752789763297287,Greek Solution
1365752787137667072,Greek Solution
1365752766023536642,Greek Solution
1365717680037191681,Greek Solution
1365717419864506373,Greek Solution
1365569539619053569,Greek Solution
1365567006225952768,Greek Solution
1365565906630418434,Greek Solution
1365558706579120129,Greek Solution
1365547774452891648,Greek Solution
1365257067683004418,Greek Solution
1365227539136974848,Greek Solution
1365011258152476675,Greek Solution
1364995623796105217,Greek Solution
1364961629205647362,Greek Solution
1364956613304606733,Greek Solution
1364944689938448384,Greek Solution
1364942234135781382,Greek Solution
1364837916220997633,Greek Solution
1364837838970322945,Greek Solution
1364836726632574979,Greek Solution
1364834946582536194,Greek Solution
1364832693515673600,Greek Solution
1364468812603666434,Greek Solution
1364331990439321601,Greek Solution
1364306619027378184,Greek Solution
1364306609409826825,Greek Solution
1364306059175813127,Greek Solution
1364306052590809094,Greek Solution
1364289820084891649,Greek Solution
1364289815924142087,Greek Solution
1364285285018787844,Greek Solution
1364259768001568768,Greek Solution
1364259749961879559,Greek Solution
1364249542821093383,Greek Solution
1364246288808747015,Greek Solution
1364245821731053572,Greek Solution
1364245817519972353,Greek Solution
1364224542357344260,Greek Solution
1363947807254736906,Greek Solution
1363897342072655877,Greek Solution
1363897335382740995,Greek Solution
1363832872575107072,Greek Solution
1363832870188572677,Greek Solution
1363832057705738243,Greek Solution
1363832052886499328,Greek Solution
1368674556718837761,New Democracy
1368656220912033800,New Democracy
1368587194626174980,New Democracy
1368572770536329216,New Democracy
1368115268493402113,New Democracy
1367924992034344960,New Democracy
1367836778963611652,New Democracy
1367598728836771841,New Democracy
1367561768197902337,New Democracy
1367439735979995136,New Democracy
1367415268306264066,New Democracy
1367127044157497348,New Democracy
1366761458512633856,New Democracy
1366725272876294145,New Democracy
1365769031622533122,New Democracy
1365376953046491137,New Democracy
1365376804228370432,New Democracy
1364960213464453121,New Democracy
1364881080633982976,New Democracy
1364633991253528577,New Democracy
1364629502706483202,New Democracy
1364290982624301059,New Democracy
1364251611447644164,New Democracy
1364227490508509192,New Democracy
1364145756555382784,New Democracy
1363932304977129477,New Democracy
1363916884429729798,New Democracy
1363916883112656900,New Democracy
1363473046963703809,New Democracy
1363152797433233416,New Democracy
1362568122620862469,New Democracy
1362484077052452869,New Democracy
1362132739915468808,New Democracy
1362130351263539201,New Democracy
1362105776056258562,New Democracy
1361930853207711745,New Democracy
1361644097455415303,New Democracy
1361329262301769733,New Democracy
1360681292296290313,New Democracy
1360613958789582855,New Democracy
1360572354389229569,New Democracy
1359802275766669315,New Democracy
1359582522691190787,New Democracy
1359572056845791234,New Democracy
1359479602394054657,New Democracy
1359144025299841029,New Democracy
1357993081942007808,New Democracy
1357730192219918346,New Democracy
1357431062905970695,New Democracy
1357328766754844673,New Democracy
1357089820858871813,New Democracy
1357050140721377280,New Democracy
1356976693962039296,New Democracy
1356904863377076228,New Democracy
1356675650317389828,New Democracy
1356628251762900993,New Democracy
1356322105843974146,New Democracy
1356253158109044739,New Democracy
1355835557000179713,New Democracy
1355589447644041216,New Democracy
1355496286707965952,New Democracy
1355160202123870209,New Democracy
1355112203104432130,New Democracy
1354834329109671939,New Democracy
1354786782651494400,New Democracy
1354464570300112905,New Democracy
1354134309171552256,New Democracy
1353675840819765250,New Democracy
1353653980988121091,New Democracy
1353062699710615555,New Democracy
1352741916505468932,New Democracy
1352343911935713281,New Democracy
1352268604755030018,New Democracy
1351960275575070722,New Democracy
1351793022028144641,New Democracy
1351568112823500800,New Democracy
1351245198915940352,New Democracy
1351185676872650755,New Democracy
1351129488512479232,New Democracy
1350456353274425350,New Democracy
1350193034781143040,New Democracy
1350184038552788992,New Democracy
1350183254213668868,New Democracy
1349789145607122946,New Democracy
1349130772624633857,New Democracy
1349016967152357386,New Democracy
1349007596720709634,New Democracy
1348972032952848384,New Democracy
1348677000416919552,New Democracy
1348560596363587584,New Democracy
1348235750555451397,New Democracy
1347990421398573056,New Democracy
1347176019657068546,New Democracy
1347175842435260416,New Democracy
1347175379618951168,New Democracy
1346936947378446338,New Democracy
1346739810174705664,New Democracy
1345445699111047174,New Democracy
1345055763585257473,New Democracy
1368224745041272842,Syriza
1367902567561388040,Syriza
1367768866026385410,Syriza
1367209069958721538,Syriza
1366669607034118144,Syriza
1366663882828353537,Syriza
1365591315568803841,Syriza
1365277540718239748,Syriza
1364532006701330432,Syriza
1364186991324139521,Syriza
1363962503319977985,Syriza
1363888058194481155,Syriza
1362782388879642626,Syriza
1361649944226983936,Syriza
1360894191283363840,Syriza
1360890012569645058,Syriza
1360562138650210307,Syriza
1359903831962898440,Syriza
1359803712668110853,Syriza
1359464791732080641,Syriza
1359216978347450369,Syriza
1359140785443270658,Syriza
1359123859417481216,Syriza
1358742857897504773,Syriza
1356703605361836032,Syriza
1356337736542773250,Syriza
1356219164592115712,Syriza
1355101491741261826,Syriza
1354716516533596160,Syriza
1354411474467303426,Syriza
1354164222117224448,Syriza
1354110555934633984,Syriza
1353802628304678914,Syriza
1353799286920802305,Syriza
1353646556596072448,Syriza
1352908606463729664,Syriza
1352893210750840833,Syriza
1352244041648402433,Syriza
1352236221754388487,Syriza
1351954309081145348,Syriza
1351847523493834752,Syriza
1351813014027198465,Syriza
1351537223406116866,Syriza
1351471162136657926,Syriza
1350843587668410369,Syriza
1349028677632331776,Syriza
1349023152865759234,Syriza
1348994574996410371,Syriza
1348928454075547648,Syriza
1347547543350239237,Syriza
1347538972457762816,Syriza
1346498546468593665,Syriza
1346405614361174018,Syriza
1346016933158772736,Syriza
1367225013359771652,New Democracy
1366999944813502465,New Democracy
1366454760535113732,New Democracy
1365310580886757377,New Democracy
1365216559371845632,New Democracy
1364853720249470977,New Democracy
1364853709050675202,New Democracy
1364497023114870784,New Democracy
1368888993102856193,New Democracy
1368664345215983623,New Democracy
1368169327149658119,New Democracy
1367820999971008513,New Democracy
1367572724516855809,New Democracy
1367571195244216320,New Democracy
1367072231621337088,New Democracy
1367054961146818561,New Democracy
1367009585974894596,New Democracy
